,name,salary,company,additional,skills,date
1205,Системный аналитик (Факторинг),,Совкомбанк Технологии,"['Екатеринбург', 'Полный рабочий день']","['Системный аналитик', 'Groovy', 'Angular', 'RabbitMQ', 'SQL', 'ASP.NET', 'Delphi']",2 июня
1206,Системный аналитик веб приложений,,Совкомбанк Технологии,"['Екатеринбург', 'Тюмень']","['Системный аналитик', 'Базы данных', 'Laravel', 'SQL', 'MySQL', 'Nginx', 'PHP', 'Kubernetes']",2 июня
1207,Интеграционный архитектор Cloud,,Холдинг Т1,"['Москва', 'Полный рабочий день']","['Архитектор программного обеспечения', 'Старший (Senior)', 'API Интерфейсы', 'Проектирование архитектуры приложений']",2 июня
1208,Системный аналитик на продукты направления платформенных решений,,Совкомбанк Технологии,"['Екатеринбург', 'Тюмень', 'Полный рабочий день']","['Системный аналитик', 'Средний (Middle)', 'SQL', 'Базы данных', 'MySQL']",2 июня
1209,Junior ИТ специалист,,Банк ВТБ,"['Нижний Новгород', 'Полный рабочий день']","['Инженер технической поддержки', 'Младший (Junior)', 'Техническая поддержка', 'It-консультирование', 'Администрирование Windows']",2 июня
1210,Сетевой инженер,,Холдинг Т1,['Москва'],"['Сетевой инженер', 'Младший (Junior)', 'OSPF', 'CCNA', 'Juniper', 'BGP']",2 июня
1211,Системный аналитик (middle/senior),,Холдинг Т1,"['Москва', 'Полный рабочий день']","['Системный аналитик', 'Старший (Senior)', 'BPMN', 'UML', 'SQL', 'REST', 'SOAP', 'Jira']",2 июня
1212,Инженер по информационной безопасности (Аттестация объектов информации),,Холдинг Т1,"['Москва', 'Полный рабочий день']","['Инженер по безопасности', 'Средний (Middle)', 'Информационная безопасность']",2 июня
1213,Разработчик Java (Middle/Senior),,Bell Integrator,"['Москва', 'Санкт-Петербург', 'Нижний Новгород']","['Бэкенд разработчик', 'Старший (Senior)', 'Kotlin', 'Java', 'MongoDB', 'PostgreSQL', 'Apache Kafka', 'RabbitMQ', 'CI/CD', 'Docker', 'Kubernetes', 'Jenkins']",2 июня
1214,Инженер тестировщик DWH,,Bell Integrator,"['Уфа', 'Стерлитамак', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'DWH', 'SQL', 'ETL']",2 июня
1215, Lead Java-разработчик,,Bell Integrator,"['Москва', 'Полный рабочий день']","['Бэкенд разработчик', 'Ведущий (Lead)', 'SQL', 'Hibernate', 'Oracle', 'Apache Kafka', 'DevOps', 'Java Spring Framework', 'PostgreSQL', 'Java']",2 июня
1216,Инженер-тестировщик,,Bell Integrator,"['Уфа', 'Стерлитамак', 'Полный рабочий день']","['Инженер по ручному тестированию', 'Средний (Middle)', 'SQL', 'REST', 'Swagger', 'Mobile']",2 июня
1217,Java Developer (Platform V Index Search),,СберТех,"['Москва', 'Полный рабочий день']","['Бэкенд разработчик', 'Средний (Middle)', 'Java', 'Node.js']",2 июня
1218,Консультант 1СERP,до 200 000 ₽,Ключевые системы и компоненты,"['Полный рабочий день', 'Можно удаленно']","['Аналитик 1С', 'Средний (Middle)', 'C']",2 июня
1219,Java разработчик,,T-Bank,"['Томск', 'Полный рабочий день']","['Бэкенд разработчик', 'Старший (Senior)', 'SQL', 'Git', 'Apache Kafka', 'Java Spring Framework', 'PostgreSQL', 'Java', 'Spring Boot', 'Apache Maven', 'Docker']",2 июня
1220,Frontend-разработчик Angular (middle+/senior),,T-Bank,"['Санкт-Петербург', 'Полный рабочий день']","['Фронтенд разработчик', 'Старший (Senior)', 'JavaScript', 'Angular']",2 июня
1221,Инженер по производительности (нагрузочное тестирование/ performance engineer) ,,Bell Integrator,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Инженер по производительности', 'Средний (Middle)', 'Apache JMeter', 'HP LoadRunner', 'Java', 'Linux', 'IBM WebSphere', 'SQL', 'Grafana', 'Prometheus', 'Oracle PL/SQL']",2 июня
1222,QA Engineer / Функциональный тестировщик (г.Рязань),,Bell Integrator,"['Рязань', 'Полный рабочий день']","['Инженер по ручному тестированию', 'Средний (Middle)', 'SQL', 'Функциональное тестирование', 'Postman', 'Тестирование ПО', 'SOAP', 'UML', 'JSON', 'XML', 'Jira', 'Ручное тестирование']",2 июня
1223,Frontend-разработчик React (middle+/senior),,T-Bank,"['Санкт-Петербург', 'Полный рабочий день']","['Фронтенд разработчик', 'Старший (Senior)', 'JavaScript', 'React']",2 июня
1224,Менеджер CRM по программам лояльности,,Fix Price,"['Москва', 'Полный рабочий день']","['Маркетинговый аналитик', 'Средний (Middle)', 'SQL', 'Python', 'Маркетинговые исследования', 'Email маркетинг', 'Разработка креативных стратегий коммуникаций', 'Исследование рынка', 'Создание креативных концепций', 'Медиапланирование', 'Составление семантического ядра', 'Разработка бизнес-стратегии']",2 июня
1225,Сетевой инженер,от 85 000 до 90 000 ₽,Fix Price,"['Москва', 'Полный рабочий день']","['Сетевой инженер', 'Младший (Junior)', 'Mikrotik', 'Администрирование оборудования Cisco', 'Сетевые технологии', 'B2B']",2 июня
1226,DevOps инженер,,Газпромбанк,"['Москва', 'Полный рабочий день']","['DevOps-инженер', 'Linux', 'Python', 'Docker', 'Kubernetes', 'TeamCity']",2 июня
1227,Sr Java/Tech Lead,,Газпромбанк,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Ведущий (Lead)', 'Java', 'Spring Boot', 'Docker', 'CI/CD', 'Apache Kafka', 'Высоконагруженные системы']",2 июня
1228,Android (AOSP) System Software Engineer (SberDevices),,Сбер,"['Москва', 'Санкт-Петербург', 'Полный рабочий день']","['Системный инженер', 'Старший (Senior)', 'Android SDK', 'C++', 'Linux']",2 июня
1229,Системный аналитик,от 180 000 до 240 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['Системный аналитик', 'Средний (Middle)', 'BPMN', 'Системная интеграция', 'Системная аналитика', 'Системный анализ', 'UML', 'Анализ требований']",2 июня
1230,Middle Frontend Developer (Платформа для контактных центров),,Сбер,"['Москва', 'Полный рабочий день']","['Фронтенд разработчик', 'Средний (Middle)', 'React', 'JavaScript', 'Redux']",2 июня
1231,Ведущий инженер сопровождения единой фронтальной системы СБЕРА,,Сбер,['Москва'],"['Системный администратор', 'MySQL', 'Linux', 'SQL']",2 июня
1232,Аналитик 1С ERP,до 230 000 ₽,Ключевые системы и компоненты,"['Полный рабочий день', 'Можно удаленно']","['Аналитик 1С', 'Старший (Senior)', 'C#']",2 июня
1233,Разработчик на C++ в логистику Еды,,Яндекс,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Старший (Senior)', 'C++', 'Алгоритмы и структуры данных', 'SQL']",2 июня
1234,Технический менеджер в Яндекс 360,,Яндекс,"['Москва', 'Санкт-Петербург', 'Полный рабочий день']","['Технический директор', 'Ведущий (Lead)', 'Управление людьми', 'Управление проектами', 'Управление разработкой']",2 июня
1235,Compliance Manager,,T-Bank,"['Москва', 'Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Инженер по безопасности', 'Информационная безопасность']",2 июня
1236,Site Reliability Engineer (SRE),,T-Bank,"['Ярославль', 'Полный рабочий день', 'Можно удаленно']","['Инженер по доступности сервисов', 'Средний (Middle)', 'SRE', 'DevOps']",2 июня
1237,Site Reliability Engineer (SRE),,T-Bank,"['Волгоград', 'Пенза', 'Тверь', 'Полный рабочий день', 'Можно удаленно']","['Инженер по доступности сервисов', 'Средний (Middle)', 'SRE', 'DevOps']",2 июня
1238,Руководитель направления Центра мониторинга и диспетчеризации,,ИТ-компания «Лоция»,"['Москва', 'Полный рабочий день']","['Инженер технической поддержки', 'Средний (Middle)', 'Мониторинг', 'Grafana', 'Zabbix', 'ITIL', 'Управление людьми', 'TCP']",2 июня
1239,Middle QA Engineer (backend),,Магнит,"['Краснодар', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'Средний (Middle)', 'SQL', 'Python']",2 июня
1240,Инженер сопровождения (L2),до 230 000 ₽,СберТех,"['Москва', 'Полный рабочий день']","['Системный администратор', 'Средний (Middle)', 'Python', 'Linux', 'Bash', 'Docker', 'CI/CD', 'Базы данных']",2 июня
1241,Системный аналитик,,Рексофт,"['Полный рабочий день', 'Можно удаленно']","['Бизнес-аналитик', 'Старший (Senior)', 'SQL', 'REST', 'BPMN']",2 июня
1242,Системный администратор ARIS и инструментов для архитектора,,Сбер,"['Москва', 'Полный рабочий день']","['Системный администратор', 'Средний (Middle)', 'Linux', 'SQL', 'Bash']",2 июня
1243,Архитектор решений / Solution Architect,,Сбер,"['Москва', 'Полный рабочий день']","['Архитектор программного обеспечения', 'Ведение переговоров', 'BPMN', 'Системный анализ', 'ITIL']",2 июня
1244,Системный аналитик (Self-Service),,Сбер,"['Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'SQL']",2 июня
1245,Владелец продукта / Product Owner,,Сбер,['Москва'],"['Менеджер проекта', 'Ведение переговоров', 'Продвижение проектов']",2 июня
1246,Senior DevOps specialist,,Сбер,"['Москва', 'Полный рабочий день']","['DevOps-инженер', 'Старший (Senior)', 'CI/CD', 'Ansible', 'Jenkins']",2 июня
1247,Разработчик Java (middle),,Холдинг Т1,"['Москва', 'Полный рабочий день']","['Бэкенд разработчик', 'Средний (Middle)', 'Java', 'PostgreSQL']",2 июня
1248,Руководитель ИТ-проекта (Антифрод),,Холдинг Т1,"['Полный рабочий день', 'Можно удаленно']","['Менеджер проекта', 'Старший (Senior)', 'Управление проектами']",2 июня
1249,Ведущий инженер по информационной безопасности,от 84 000 до 93 000 ₽,Интер РАО – Управление сервисами,"['Сочи', 'Полный рабочий день']","['Инженер по безопасности', 'Средний (Middle)', 'Защита информации', 'SIEM', 'Linux']",2 июня
1250,Системный аналитик,,Холдинг Т1,"['Москва', 'Полный рабочий день']","['Системный аналитик', 'Старший (Senior)', 'SQL', 'Python', 'BPMN', 'UML', 'Системный анализ', 'Системная аналитика', 'Системная интеграция', 'Анализ требований', 'Техническая документация']",2 июня
1251,Data аналитик (Виртуальные ассистенты),,Холдинг Т1,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Аналитик по данным', 'Средний (Middle)', 'SQL', 'Python', 'Алгоритмы и структуры данных', 'Git', 'Базы данных']",2 июня
1252,QA инженер Manual+Auto,,ВСК,"['Полный рабочий день', 'Можно удаленно']","['Инженер по обеспечению качества', 'Средний (Middle)', 'JavaScript']",2 июня
1253,Корпоративный архитектор группы,,Банк ВТБ,"['Москва', 'Полный рабочий день']","['Архитектор программного обеспечения', 'Средний (Middle)', 'Архитектура предприятия']",2 июня
1254,Java-разработчик ,,Холдинг Т1,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Старший (Senior)', 'Apache Kafka', 'PostgreSQL', 'Kubernetes', 'Java', 'Spring Boot', 'Redis', 'Docker']",2 июня
1255,React разработчик,,Холдинг Т1,['Можно удаленно'],"['Фронтенд разработчик', 'Старший (Senior)', 'JavaScript', 'React', 'Redux', 'TypeScript', 'MobX']",2 июня
1256,Middle DevOps-инженер,до 240 000 ₽,SM Lab,"['Москва', 'Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Linux', 'Docker', 'Bash', 'GitLab', 'Python', 'Prometheus', 'Grafana']",2 июня
1257,Python Backend developer / Инженер-программист (Testing Tools),,YADRO,"['Москва', 'Санкт-Петербург', 'Нижний Новгород', 'Полный рабочий день']","['Бэкенд разработчик', 'Старший (Senior)', 'Asyncio', 'Алгоритмы и структуры данных', 'Linux', 'Django', 'Python', 'Docker', 'ООП']",2 июня
1258,"Applied AI / ML Engineer (Япония, Токио)",от 3500 $,Fileforce,"['Токио', 'Полный рабочий день']","['ML разработчик', 'Старший (Senior)', 'Машинное обучение', 'C#', 'Python', 'Компьютерное зрение', 'Разработка программного обеспечения']",2 июня
1259,Data Analyst,,beeline,"['Полный рабочий день', 'Можно удаленно']","['Аналитик по данным', 'Средний (Middle)', 'SQL', 'Microsoft Excel', 'Python']",2 июня
1260,Data engineer,,beeline,"['Полный рабочий день', 'Можно удаленно']","['Инженер по данным', 'Средний (Middle)', 'Scala', 'Apache Hadoop', 'Apache Spark', 'Apache NiFi', 'Apache Flink']",2 июня
1261,Senior Java-разработчик,,ВСК,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Старший (Senior)', 'Java', 'Spring Boot', 'Kubernetes', 'Docker', 'gRPC', 'REST', 'PostgreSQL', 'Apache Kafka']",2 июня
1262,Java разработчик,,Банк России,"['Томск', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Java', 'Java Spring Framework', 'SQL', 'Hibernate']",2 июня
1263,Руководитель группы разработки (Team Lead),,T-Bank,"['Екатеринбург', 'Полный рабочий день']","['Бэкенд разработчик', 'Ведущий (Lead)', 'SQL', 'C#', 'React', 'PostgreSQL', 'Java', 'C++', 'Python', 'JavaScript', 'Angular']",2 июня
1264,"C# Desktop App Developer (Япония, Токио)",от 3500 $,Fileforce,"['Токио', 'Полный рабочий день']","['Десктоп разработчик', 'Старший (Senior)', 'C#', '.NET', 'Win32 API', 'Системное программирование', 'Многопоточность', 'Разработка программного обеспечения', 'Visual Studio', 'WPF']",2 июня
1265,"Software Architect (IoT, Automotive, KasperskyOS)",,Лаборатория Касперского,['Можно удаленно'],"['Архитектор программного обеспечения', 'C++', 'Linux']",2 июня
1266,Python Developer (KATA),,Лаборатория Касперского,['Можно удаленно'],"['Бэкенд разработчик', 'Python', 'Linux', 'Docker']",2 июня
1267,Software Architect (NTA),,Лаборатория Касперского,['Можно удаленно'],"['Архитектор программного обеспечения', 'C++', 'Linux']",2 июня
1268,JavaScript Developer (KES Cloud),,Лаборатория Касперского,['Можно удаленно'],"['Бэкенд разработчик', 'Node.js', 'JavaScript', 'React Native']",2 июня
1269,Системный аналитик (ЦФТ-Банк),,Холдинг Т1,"['Москва', 'Санкт-Петербург', 'Минск', 'Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'Средний (Middle)', 'Проектирование информационных систем', 'Спецификация программного обеспечения', 'Анализ требований', 'Системная аналитика', 'Системный анализ', 'Управление требованиями к ПО', 'Техническая документация']",1 июня
1270,Аналитик СУБД Новая Афина,,Холдинг Т1,"['Москва', 'Санкт-Петербург', 'Казань', 'Полный рабочий день', 'Можно удаленно']","['Программный аналитик', 'Средний (Middle)', 'Oracle PL/SQL', 'SQL', 'Базы данных', 'Системный анализ', 'Системная аналитика', 'Проектирование информационных систем', 'Спецификация программного обеспечения', 'Техническая документация', 'Анализ требований']",1 июня
1271,Graphic Designer,,Лаборатория Касперского,['Можно удаленно'],"['Графический дизайнер', 'Старший (Senior)', 'Графический дизайн', 'Дизайн продукта', 'Веб-дизайн', 'Дизайн мобильных приложений', 'Web Interface Design', 'UI/UX дизайн', 'Дизайн-система']",1 июня
1272,Application Support Analyst (KARMA),,Лаборатория Касперского,['Можно удаленно'],"['Аналитик технической поддержки', 'Анализ требований']",1 июня
1273,Автотестировщик / специалист по автоматизации тестирования,,Холдинг Т1,"['Москва', 'Минск', 'Нижний Новгород', 'Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Средний (Middle)', 'Apache JMeter', 'Нагрузочное тестирование', 'Тестирование ПО', 'Разработка тест-кейсов', 'Jira', 'Swagger', 'Java']",1 июня
1274,Golang-разработчик системы тарификации Yandex Cloud,,Яндекс,"['Москва', 'Санкт-Петербург', 'Полный рабочий день']","['Бэкенд разработчик', 'Средний (Middle)', 'Golang']",1 июня
1275,Разработчик на Go в Yandex Cloud ,,Яндекс,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Полный рабочий день']","['Бэкенд разработчик', 'Golang']",1 июня
1276,Разработчик на Java в команду гибридных облаков,,Яндекс,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Полный рабочий день']","['Бэкенд разработчик', 'Средний (Middle)', 'Java']",1 июня
1277,Разработчик на Java/Kotlin или Go в Development Experience Yandex Cloud,,Яндекс,"['Москва', 'Санкт-Петербург', 'Екатеринбург', 'Полный рабочий день']","['Бэкенд разработчик', 'Средний (Middle)', 'Java', 'Golang']",1 июня
1278,Developer C++ (KICS for Networks),,Лаборатория Касперского,['Можно удаленно'],"['Бэкенд разработчик', 'Разработка программного обеспечения', 'C++']",1 июня
1279,Senior Java Developer (Сберспасибо),,СберСпасибо,"['Москва', 'Полный рабочий день']","['Бэкенд разработчик', 'Старший (Senior)', 'Git', 'Hibernate', 'Java Spring Framework', 'REST', 'Jenkins', 'Sonatype Nexus']",1 июня
1280,Инженер по тестированию (backend) в Тинькофф,,T-Bank,"['Иваново', 'Иркутск', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Средний (Middle)', 'Java', 'SQL', 'Автоматизация тестирования', 'Базы данных', 'Ручное тестирование', 'Тестирование API']",1 июня
1281,Data Scientist R&D,,VK,"['Москва', 'Санкт-Петербург']","['ML разработчик', 'Машинное обучение']",1 июня
1282,Data Scientist в VK Рекламу,,VK,['Москва'],"['ML разработчик', 'SQL', 'Python', 'Базы данных']",1 июня
1283,Devops (Персона),от 230 000 ₽,Сбер,['Москва'],"['DevOps-инженер', 'Средний (Middle)', 'Jenkins', 'DevOps', 'Ansible', 'Kubernetes', 'Docker', 'Nginx']",1 июня
1284,"Fullstack developer (JS, C++)",от 300 000 ₽,Сбер,['Москва'],"['Фулстек разработчик', 'Средний (Middle)', 'JavaScript', 'C++']",1 июня
1285,Разработчик BI QlikSence (СберДруг),,Сбер,['Москва'],"['Разработчик баз данных', 'Средний (Middle)', 'Qlik Sense', 'QlikView', 'BI', 'Greenplum', 'PostgreSQL']",1 июня
1286,Java developer ПО ДРУГа,,Сбер,['Москва'],"['Бэкенд разработчик', 'Средний (Middle)', 'Java']",1 июня
1287,Data инженер ДРУГ,от 250 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['Инженер по данным', 'Средний (Middle)', 'ETL', 'Apache NiFi', 'Greenplum', 'Python']",1 июня
1288,Senior product designer,от 300 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['UI/UX дизайнер', 'Старший (Senior)', 'Проектирование интерфейсов', 'UI/UX дизайн', 'Веб-дизайн', 'Дизайн мобильных приложений', 'Дизайн продукта']",1 июня
1289,Специалист технической поддержки (БЦ Skylight),,VK,"['Москва', 'Полный рабочий день']","['Менеджер технической поддержки', 'Средний (Middle)', 'Техническая поддержка', 'Настройка и ремонт компьютерной техники']",1 июня
1290,Industrial Cybersecurity Lead,,Лаборатория Касперского,['Можно удаленно'],"['Инженер по безопасности', 'Продажи', 'Развитие бизнеса']",1 июня
1291,PHP Developer в VK Play,,VK,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'MySQL', 'PHP']",1 июня
1292,Android developer (Корпоративный поиск),от 230 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['Разработчик мобильных приложений', 'Средний (Middle)', 'Android SDK', 'Kotlin', 'RxJava 2', 'Clean Architecture', 'Coroutines']",1 июня
1293,Java developer Addressbook,от 200 000 ₽,Сбер,['Москва'],"['Бэкенд разработчик', 'Средний (Middle)', 'Java', 'Java Spring Framework', 'Hibernate', 'Spring Boot']",1 июня
1294,Auto QA СберДруг,от 200 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['Инженер по автоматизации тестирования', 'Средний (Middle)', 'Java', 'Автоматизация тестирования', 'Обеспечение качества']",1 июня
1295,Разработчик хранилища данных (АС Персона),от 300 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['Разработчик баз данных', 'Средний (Middle)', 'ETL', 'Apache NiFi', 'Apache Hadoop']",1 июня
1296,Главный инженер по нагрузочному тестированию,от 230 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['Инженер по производительности', 'Старший (Senior)', 'HP LoadRunner', 'Нагрузочное тестирование', 'Apache JMeter']",1 июня
1297,QA lead,от 350 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['Менеджер по обеспечению качества', 'Ведущий (Lead)', 'Тестирование ПО', 'Тестирование мобильных приложений', 'Тестирование сайтов', 'Тестирование API']",1 июня
1298,Python-разработчик в Учебник,,Яндекс,"['Москва', 'Санкт-Петербург', 'Екатеринбург', 'Полный рабочий день']","['Бэкенд разработчик', 'Средний (Middle)', 'Python', 'Golang']",1 июня
1299,Middle IT рекрутер,от 150 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['Менеджер по персоналу', 'Средний (Middle)', 'Подбор специалистов', 'Рекрутмент', 'Поиск талантов']",1 июня
1300,UX-исследователь,от 180 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['UI/UX дизайнер', 'Средний (Middle)', 'UI/UX дизайн', 'Проектирование интерфейсов', 'Дизайн продукта']",1 июня
1301,Java разработчик (Middle/Senior),,Bell Integrator,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Java']",1 июня
1302,Разработчик Java,,Bell Integrator,"['Москва', 'Полный рабочий день']","['Бэкенд разработчик', 'Средний (Middle)', 'Java', 'Java Spring Framework', 'Apache Kafka', 'PostgreSQL']",1 июня
1303,Frontend разработчик (Angular),,Bell Integrator,"['Полный рабочий день', 'Можно удаленно']","['Фронтенд разработчик', 'Средний (Middle)', 'JavaScript', 'TypeScript', 'Angular']",1 июня
1304,Разработчик Java Lead,,Bell Integrator,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Ведущий (Lead)', 'Java', 'PostgreSQL', 'Java Spring Framework', 'Apache Kafka', 'Spring Boot']",1 июня
1305,Разработчик Java,,Bell Integrator,"['Москва', 'Полный рабочий день']","['Бэкенд разработчик', 'Старший (Senior)', 'Java core', 'Java Spring Framework', 'PostgreSQL', 'SQL', 'Apache Kafka']",1 июня
1306,UI/UX дизайнер,,habdev,"['Неполный рабочий день', 'Можно удаленно']","['UI/UX дизайнер', 'Стажёр (Intern)', 'Адаптивная верстка', 'Figma Design', 'HTML', 'CSS']",1 июня
1307,QA Engineer | Тестировщик ПО,,Bell Integrator,"['Уфа', 'Стерлитамак', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'Старший (Senior)', 'Тестирование API', 'Ручное тестирование', 'Функциональное тестирование', 'Postman', 'Тестирование ПО', 'SQL', 'REST']",1 июня
1308,QA Engineer | Тестировщик ПО,,Bell Integrator,"['Уфа', 'Стерлитамак', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'Средний (Middle)', 'SQL', 'Web', 'Swagger', 'Allure', 'Тестирование сайтов', 'Функциональное тестирование', 'Postman', 'Тестирование ПО', 'REST', 'Ручное тестирование']",1 июня
1309,Scrum Master,,ИТ-компания «Лоция»,"['Полный рабочий день', 'Можно удаленно']","['Scrum-мастер', 'Средний (Middle)', 'Scrum', 'Agile']",1 июня
1310,ML Developer в команду Антиспама (SMSAPI),,VK,['Москва'],"['ML разработчик', 'R', 'Разработка программного обеспечения', 'Сетевые технологии', 'Linux', 'Shell']",1 июня
1311,ML Developer в Predict,,VK,['Москва'],"['ML разработчик', 'Python', 'SQL', 'Анализ данных']",1 июня
1312,Прикладной администратор SberApps,от 230 000 ₽,Сбер,"['Москва', 'Полный рабочий день']","['Системный администратор', 'Средний (Middle)', 'PostgreSQL', 'Linux', 'Nginx', 'Bash', 'Docker']",1 июня
1313,Технический руководитель стрима (продукта) [фин.тех продукт],,МТС,['Можно удаленно'],"['Технический директор', 'Средний (Middle)', 'Golang', 'GraphQL']",1 июня
1314,Ведущий разработчик 1С:ERP,,Магнит,"['Москва', 'Краснодар', 'Полный рабочий день', 'Можно удаленно']","['Программист 1С', 'Средний (Middle)', '1C: ERP']",1 июня
1315,Senior системный аналитик/Архитектор,,Магнит,"['Москва', 'Краснодар', 'Полный рабочий день']","['Системный аналитик', 'Старший (Senior)', 'Системный анализ', 'Управление требованиями к ПО', 'Анализ требований']",1 июня
1316,Middle системный аналитик (СЭД),,Магнит,"['Москва', 'Краснодар', 'Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'PostgreSQL', 'Jira', 'ArchiMate']",1 июня
1317,Channel Marketing Lead (Technology Alliances),,Лаборатория Касперского,['Можно удаленно'],"['Менеджер по маркетингу', 'Продуктовый маркетинг']",1 июня
1318,Solution Architect,,Лаборатория Касперского,['Можно удаленно'],"['Менеджер продукта', 'Информационная безопасность']",1 июня
1319,Partner Presales Manager,,Лаборатория Касперского,['Можно удаленно'],"['Инженер по безопасности', 'Информационная безопасность']",1 июня
1320,Управляющий по администрированию систем виртуализации,,ПСБ цифровая лаборатория,"['Москва', 'Полный рабочий день']","['Системный администратор', 'Ведущий (Lead)', 'Администрирование серверов', 'Системы виртуализации', 'Системное администрирование', 'Администрирование Linux', 'VMware']",1 июня
1321,QA Automation C#,,ИТ-компания «Лоция»,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Старший (Senior)', 'SQL', 'SOAP', 'C#', 'JSON', 'Автоматизация тестирования']",1 июня
1322,Релиз менеджер,,beeline,"['Полный рабочий день', 'Можно удаленно']","['Релиз менеджер', 'Средний (Middle)', 'Git']",1 июня
1323,Специалист технического обеспечения сотрудников,,T-Bank,"['Москва', 'Полный рабочий день']","['Инженер технической поддержки', 'Старший (Senior)', 'Администрирование Windows', 'Настройка и ремонт компьютерной техники', 'Системное администрирование', 'Ремонт и обслуживание оргтехники', 'Техническая поддержка', 'Установка и обслуживание офисной техники']",1 июня
1324,Junior+/middle Продуктовый аналитик (Ticketland МТС),,МТС,"['Москва', 'Полный рабочий день']","['Продуктовый аналитик', 'Средний (Middle)', 'SQL', 'Python']",1 июня
1325,Технический руководитель проекта (СТО) в VK,,VK,"['Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Технический директор', 'Ведущий (Lead)', 'Управление людьми', 'Управление разработкой']",1 июня
1326,Data Engineer,,VK,['Москва'],"['Инженер по данным', 'Python', 'SQL', 'Apache Hadoop']",1 июня
1327,Middle C++ разработчик,,Магнит,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'QT QML', 'Git', 'Linux', 'C++']",1 июня
1328,Senior/Tech Lead C++,,Магнит,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Старший (Senior)', 'C++', 'Boost', 'QT QML', 'Linux', 'Git']",1 июня
1329,Руководитель лаборатории прикладного применения искусственного интеллекта,,ДИТ г. Москвы,"['Москва', 'Полный рабочий день']","['MLOps-инженер', 'Управление проектами', 'Kubernetes', 'SQL', 'Python']",1 июня
1330,SDET Python (KICS),,Лаборатория Касперского,['Можно удаленно'],"['Инженер по автоматизации тестирования', 'Ручное тестирование', 'Автоматизация тестирования', 'Тестирование дизайна', 'Тестирование ПО', 'Тестирование мобильных приложений', 'Тестирование сайтов', 'Тестирование API']",1 июня
1331,Технический руководитель проекта,,VK,['Москва'],"['Технический директор', 'Ведущий (Lead)', 'Golang']",1 июня
1332,AQA / QA-инженер PUMA swap KION 2024,,МТС,"['Москва', 'Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Старший (Senior)', 'Python', 'Тестирование API', 'Jira', 'Selenium', 'TestRail']",1 июня
1333,Программист OpenText,,Fix Price,"['Полный рабочий день', 'Можно удаленно']","['Разработчик мобильных приложений', 'Средний (Middle)', 'SQL', 'XML']",1 июня
1334, Data Engineer,,Bell Integrator,"['Уфа', 'Стерлитамак', 'Полный рабочий день', 'Можно удаленно']","['Инженер по данным', 'SQL', 'Oracle PL/SQL', 'Python', 'ETL', 'Jira']",1 июня
